iteration,value
0,3.497797663553796
1,3.506688497894639
2,3.582142199182526
3,3.493787456833725
4,3.502232720018312
5,3.600243000310896
6,3.517301360009416
7,3.487925634934376
8,3.6028729634134233
9,3.5935380053362085
10,3.657532673415973
11,3.4943689865056133
12,3.630952541531729
13,3.462045458782581
14,3.5651064468917237
15,3.478572652427081
16,3.5647727839718484
17,3.5992786535869774
18,3.6622448757887476
19,3.5397812213186253
20,3.6031227007464217
21,3.542826193890807
22,3.517772069599891
23,3.5150922508984137
24,3.4076748862365402
25,3.4916050267218104
26,3.617817114586975
27,3.571023753454321
28,3.479417778297045
29,3.5310241368543385
30,3.497094895915116
31,3.555465122438006
32,3.5855404745477117
33,3.4508862884382987
34,3.576966508569004
35,3.4448395243412544
36,3.518847093195666
37,3.526031953322458
38,3.531568330745038
39,3.5393754968423288
40,3.5208682043914186
41,3.523722595563087
42,3.5284227849812813
43,3.59725547908379
44,3.5648278350994658
45,3.5327547058712927
46,3.5847363915050114
47,3.540304581625448
48,3.50116247336393
49,3.499545684641809
50,3.570681446881953
51,3.4394298524493636
52,3.49832435242987
53,3.4929187191288102
54,3.537284618077438
55,3.6360376108819064
56,3.6200334611327
57,3.441139069616162
58,3.512709649483622
59,3.6164876924315283
60,3.4767552165514846
61,3.4888359173938777
62,3.497674096103508
63,3.497307054111397
64,3.5316747142823046
65,3.4404883461631672
66,3.5317460728579433
67,3.5545964407183996
68,3.597871087548618
69,3.5874769467765057
70,3.5557551615763656
71,3.5368013766616464
72,3.5136007009567436
73,3.548076829437455
74,3.534041688487656
75,3.554685476950471
76,3.585795983281983
77,3.5084172786925434
78,3.5259830030750354
79,3.611330082358925
80,3.414527889654414
81,3.4537969865523994
82,3.50624246966865
83,3.486711210896934
84,3.6465510416352793
85,3.4721945761836763
86,3.52676350671442
87,3.5719673316190885
88,3.441358856240704
89,3.52995666375794
90,3.6506044108121576
91,3.4533155166487113
92,3.49978555842871
93,3.617468167212916
94,3.51943685078896
95,3.606881762482178
96,3.524607997378355
97,3.598518677902856
98,3.505602987626011
99,3.6214902711851074
100,3.4549947041007614
101,3.5692746501336465
102,3.5444941128226706
103,3.5954735530727917
104,3.4937571081156578
105,3.5380218862388837
106,3.500195639836902
107,3.54420660605974
108,3.523059314754
109,3.5601604779074867
110,3.521915967518806
111,3.560991896084982
112,3.497794744679251
113,3.5560722415018007
114,3.570397545123647
115,3.589893056219543
116,3.3865360299937732
117,3.5603415955911992
118,3.5818524296876793
119,3.5381679076327486
120,3.5278443449059087
121,3.514840967684394
122,3.596460503720478
123,3.5228371005952575
124,3.5079293665175606
125,3.5611369501100456
126,3.5391022146558684
127,3.5294834082822946
128,3.5469266513219
129,3.6161505719689053
130,3.554848962191148
131,3.6166796843377598
132,3.5824161867707542
133,3.449026905249709
134,3.4238016976241283
135,3.4920206380166494
136,3.5038854371918067
137,3.5585413972445408
138,3.500469361392579
139,3.4057728266273406
140,3.50490305506695
141,3.6414871899765786
142,3.5035432152452337
143,3.563478947624867
144,3.526148817578363
145,3.466992922901796
146,3.510361942240913
147,3.5015837389140074
148,3.4942433865540905
149,3.514673050508685
150,3.4727769703600826
151,3.610052704507373
152,3.602423023752808
153,3.6146023716255122
154,3.4044506896931366
155,3.5047987102367864
156,3.5659034229613913
157,3.5803990042679414
158,3.615058797286426
159,3.524475091172269
160,3.624880796332648
161,3.5580924621199737
162,3.5183809820971343
163,3.555960782365799
164,3.526017235336819
165,3.5340098663157593
166,3.5449326492896547
167,3.5432841220152653
168,3.548499280993172
169,3.443831329941138
170,3.473478851411026
171,3.4819872398708753
172,3.555014138788426
173,3.6409306819032365
174,3.56028135545803
175,3.6106526873823586
176,3.558993954054227
177,3.458533803234466
178,3.507516992450615
179,3.4860152309510615
180,3.478284245795546
181,3.524430966739794
182,3.4664127856624596
183,3.441918234956102
184,3.5285559970099567
185,3.5451658575657317
186,3.470897052727187
187,3.64045707796156
188,3.5523853031364054
189,3.439739150949805
190,3.4677032919190007
191,3.5345087808859943
192,3.486800870598905
193,3.4750013898366547
194,3.57899215079766
195,3.5002104771852967
196,3.5939916442697615
197,3.497310585252957
198,3.551910748150171
199,3.5020433202936148
200,3.579842085092553
201,3.509596331503375
202,3.529807119474514
203,3.5235304804592094
204,3.629974728965101
205,3.627167633067998
206,3.519638552500558
207,3.5832676907790537
208,3.4155240646831033
209,3.508864465036737
210,3.518460539672079
211,3.5583588937970263
212,3.4606205332256006
213,3.6075392195963256
214,3.56654045007566
215,3.5694554175158126
216,3.43462041180801
217,3.443782113159225
218,3.552667668628777
219,3.5893741531920966
220,3.5754118404321837
221,3.5750793796853455
222,3.555521849668893
223,3.4353605681306356
224,3.5229305195500715
225,3.511096732760532
226,3.5325306942213164
227,3.533445718198972
228,3.507412434298365
229,3.557578754124949
230,3.610349920255718
231,3.5574095245604402
232,3.497524609695825
233,3.5441452077703888
234,3.5452260988467685
235,3.4993183584177587
236,3.5030309943856253
237,3.5271900075846325
238,3.429914160083586
239,3.6917304074194015
240,3.4778398402833033
241,3.503593428811077
242,3.5543338497311803
243,3.5522580117267277
244,3.620609944628813
245,3.490072152058026
246,3.603529610600861
247,3.4787942410911286
248,3.634216272623378
249,3.4498647747148135
250,3.568853610624118
251,3.538937148473223
252,3.571418923614343
253,3.650884693693798
254,3.5556584422417417
255,3.6212410650690017
256,3.531593617130689
257,3.4897360203228858
258,3.510531476913555
259,3.5626170703097753
260,3.583939298335188
261,3.600942005065549
262,3.5488243221387203
263,3.5650262051552892
264,3.43848096403598
265,3.4970073130034134
266,3.5845139830580934
267,3.571326658961685
268,3.5240100148904667
269,3.5796508781098018
270,3.532845929504547
271,3.5844146935754515
272,3.5093208545904666
273,3.538419974918438
274,3.522590768959605
275,3.5483782648688513
276,3.5104553558426748
277,3.6041108665185306
278,3.584538586801477
279,3.5530771985513248
280,3.4723967565617357
281,3.587963193590124
282,3.6065071406437035
283,3.534546425396309
284,3.5395322625174552
285,3.554108856644137
286,3.6018147946774945
287,3.4851697361168337
288,3.5039962592209015
289,3.615882839094895
290,3.4885125113077105
291,3.520303079542962
292,3.4601053688694337
293,3.569395257941292
294,3.4692419898263047
295,3.6753225848234328
296,3.5434384475228935
297,3.5806856177301847
298,3.4816948681274713
299,3.5646282428583453
300,3.5286902873321955
301,3.549578726849509
302,3.629813000077425
303,3.481511063425149
304,3.5628725428764123
305,3.5145719174149512
306,3.587400785869746
307,3.500364221009469
308,3.567572621553259
309,3.5560066584097525
310,3.550087969059207
311,3.582147599988781
312,3.599363624291557
313,3.541502350184152
314,3.5297406462101826
315,3.559172687733464
316,3.5427659556197533
317,3.651703807873878
318,3.536463857554911
319,3.452584204534599
320,3.5655842064728027
321,3.3452522005088015
322,3.5905775184940265
323,3.5530447007300445
324,3.6785279066618544
325,3.472898314750972
326,3.5183115451480127
327,3.4869330459240713
328,3.5100936115523265
329,3.53477068647065
330,3.4905553895526
331,3.5507803304360777
332,3.4802037084096065
333,3.5229752568000037
334,3.5535987278180783
335,3.4766879266766946
336,3.46117778905408
337,3.5947697098355977
338,3.6030048896978353
339,3.5407701988505154
340,3.5372818030583706
341,3.5791227640328307
342,3.5907571946395396
343,3.594970473422783
344,3.4762586322899565
345,3.4663663294416005
346,3.5316164725902595
347,3.4806104628794063
348,3.5075630974876595
349,3.5414317014146857
350,3.46840193349002
351,3.542278200466659
352,3.5702763733174727
353,3.6051446055705165
354,3.5234964037151233
355,3.6121935876594446
356,3.498755448565614
357,3.6293745162779008
358,3.5590574725956774
359,3.3625306497299334
360,3.5302442589737053
361,3.526094489907412
362,3.6224294230861385
363,3.5329318058051804
364,3.5782221315513074
365,3.6255657579963314
366,3.494391850526347
367,3.5632995331311457
368,3.5475307647262775
369,3.5529792857528557
370,3.569204752703128
371,3.573672954917522
372,3.4763213185960127
373,3.5604987883223815
374,3.5596439958961645
375,3.541251312776105
376,3.550128222980757
377,3.4080453470286014
378,3.485344293461105
379,3.455531197405659
380,3.4815254812093106
381,3.605413795598429
382,3.546213741584989
383,3.5702310420496524
384,3.515305071824011
385,3.468677532037831
386,3.5041458179544835
387,3.5384700742791533
388,3.56621102566737
389,3.5167978316865187
390,3.5772496648961383
391,3.515803336470372
392,3.4801186701533924
393,3.56625301898636
394,3.560232305701291
395,3.5529030527413483
396,3.4748080265387986
397,3.561125595074293
398,3.497995879673533
399,3.597992901884103
400,3.5820617293196664
401,3.4771796593657642
402,3.55234546833876
403,3.566441471970067
404,3.471269974109251
405,3.6299181912377896
406,3.6174996280519722
407,3.465479470143356
408,3.590682940133278
409,3.502615123881101
410,3.5427909253903787
411,3.505123538800998
412,3.5673340390896384
413,3.536540859782572
414,3.5239229736927693
415,3.5023320986996342
416,3.464981287761641
417,3.5192600198028487
418,3.464609506599758
419,3.5010926635102044
420,3.5460763571373124
421,3.4584291830293163
422,3.5041791802181974
423,3.4941431715497693
424,3.46190203811968
425,3.5552952813540584
426,3.5423023833583973
427,3.524789159923493
428,3.673190118007728
429,3.3912937039345827
430,3.5959182446244187
431,3.5326656660182145
432,3.5520330382417344
433,3.5048271787478016
434,3.4744000468393015
435,3.46325276795631
436,3.521654111643579
437,3.5360051365796084
438,3.4932192190677855
439,3.6586799314239853
440,3.565970365900828
441,3.484984128373526
442,3.5965233422298164
443,3.6311053735567302
444,3.414776983925344
445,3.626116728492163
446,3.5511940594883065
447,3.5907231923491985
448,3.6072872351947347
449,3.562586334786476
450,3.5378865834507414
451,3.5064608775575916
452,3.579481148995916
453,3.426919359349876
454,3.559477940615282
455,3.590774251492329
456,3.5940488207644172
457,3.6104508802830657
458,3.5553592922022874
459,3.5824058835599257
460,3.601715267115063
461,3.4437368044606003
462,3.5180198755659875
463,3.4535161988981855
464,3.4191007625862584
465,3.5485011032825646
466,3.4546180204223043
467,3.4983312423070383
468,3.5090171190470825
469,3.504112238780577
470,3.5102165936759215
471,3.5802074513716926
472,3.553277576673455
473,3.492871802200343
474,3.564785615453243
475,3.567554113909699
476,3.5392206314710197
477,3.566904276055291
478,3.4602934794742795
479,3.6051356565248893
480,3.520123466064901
481,3.537652996374111
482,3.5812937552926245
483,3.4917566931081923
484,3.577846493875537
485,3.4663547310908283
486,3.4665878040691203
487,3.477105759210064
488,3.5074199554448073
489,3.484879258023417
490,3.4604002471824225
491,3.5233354292731494
492,3.6513086554106944
493,3.5102867051474123
494,3.4614463305120946
495,3.489044242163097
496,3.5348490100921968
497,3.5864015554311415
498,3.5856676985492717
499,3.5504634044270698
500,3.572780022931372
501,3.4948016930811545
502,3.5376154191254368
503,3.530209916600421
504,3.5892644297615366
505,3.5040017596868096
506,3.56654480617002
507,3.4583753700198283
508,3.5080143980311758
509,3.5044362489759786
510,3.539053302584224
511,3.5745180733919084
512,3.577224979415782
513,3.445622592622936
514,3.443580358925317
515,3.541692088393803
516,3.548058593408179
517,3.5374065720719923
518,3.5537349250736106
519,3.4739111095396766
520,3.620394678041849
521,3.580518052444929
522,3.522215268231653
523,3.5044511590138407
524,3.517528779520086
525,3.593329451301452
526,3.5474239127239233
527,3.5401508299833355
528,3.5210181881930125
529,3.5956707425033674
530,3.4618050072058
531,3.5749268481697722
532,3.503555064970955
533,3.4937294291910512
534,3.5339378114867044
535,3.5287611046980367
536,3.46855231933029
537,3.536668404921256
538,3.5509748133494323
539,3.5519120594651326
540,3.4348589907320815
541,3.4605569606912803
542,3.542420195520926
543,3.612207740770221
544,3.5038761759802055
545,3.5383235310593655
546,3.462069621848889
547,3.547182924335231
548,3.5840438496205103
549,3.6355732820580955
550,3.446510661597053
551,3.520612732891422
552,3.558733121037311
553,3.578010525499148
554,3.4309009592005357
555,3.515900864053896
556,3.553806481974792
557,3.59641454692851
558,3.5105233971489618
559,3.5852990866655015
560,3.45592716549439
561,3.492622117445993
562,3.511469348004084
563,3.5718609499623515
564,3.5222684461793645
565,3.503342505206976
566,3.4983027262951016
567,3.6163927605986235
568,3.4555834388047417
569,3.579500596875602
570,3.483710235694064
571,3.482645637157287
572,3.5743124555625516
573,3.644612527220032
574,3.5709414958485852
575,3.492736068216607
576,3.5260849090167747
577,3.5677054503732437
578,3.574783040001609
579,3.451802171672096
580,3.574973279155035
581,3.6124753231389106
582,3.5839563030158117
583,3.458954426341324
584,3.5158766785098825
585,3.606626616575955
586,3.568175213188282
587,3.4264748132079887
588,3.5646784437149925
589,3.50465797426736
590,3.5851388451570863
591,3.556807708854052
592,3.5409484115333028
593,3.57203126737569
594,3.649731774500316
595,3.4955793118723357
596,3.4766272646307685
597,3.49841110747269
598,3.5606757527017843
599,3.494809128004849
600,3.5563172420069606
601,3.4793494212984504
602,3.528318954482097
603,3.5437590753210944
604,3.463285763846912
605,3.5816895713147425
606,3.5702503770213765
607,3.510766104581151
608,3.5454187220594116
609,3.6242269797891797
610,3.4826005171968846
611,3.5302349061291673
612,3.6037917457629107
613,3.4881327930903994
614,3.5471191847543935
615,3.5359343192576174
616,3.4603849202658568
617,3.493725816956635
618,3.536850560072659
619,3.6477471747778916
620,3.5061327744646897
621,3.5743459427600435
622,3.553399289936902
623,3.4758239481616036
624,3.472563268695365
625,3.493341196542475
626,3.5826054348180056
627,3.4717034691354725
628,3.547846216974111
629,3.591444141997849
630,3.525679122732741
631,3.6116418534937615
632,3.505245014691878
633,3.607224691773083
634,3.539904317910191
635,3.5428565513590975
636,3.6104561193618836
637,3.483513282816972
638,3.5045690899808912
639,3.470096358407544
640,3.5242629642418564
641,3.5031412796328185
642,3.5138540107929916
643,3.6311935860186186
644,3.501920700040166
645,3.4160623166593136
646,3.592543795283056
647,3.4549842252462013
648,3.5107317226583716
649,3.545470066332471
650,3.4739269079433783
651,3.484910878216883
652,3.5196506556281495
653,3.6428455293286675
654,3.50700551704309
655,3.5440724194747455
656,3.4520004050989535
657,3.4894002608333743
658,3.567164621022767
659,3.605518782455895
660,3.535491307456859
661,3.541309237831037
662,3.4838261219981925
663,3.5132476671106714
664,3.5231227851345106
665,3.5655998440811496
666,3.5010936625981417
667,3.4905903561765474
668,3.505024890968854
669,3.5024956586817817
670,3.6286392141465247
671,3.6211070262841374
672,3.5232244107874844
673,3.6058383402988796
674,3.567127921778284
675,3.4586138527809434
676,3.4366305134843556
677,3.5952059519000183
678,3.6062425116203833
679,3.525471334712916
680,3.514544382928085
681,3.60053896491819
682,3.4950541898142458
683,3.516693023174111
684,3.5022392259972195
685,3.4832467450692626
686,3.567761624249215
687,3.5930562713048886
688,3.5427944056628142
689,3.5408075657110203
690,3.5161204283457184
691,3.5200359186827477
692,3.4697107701981436
693,3.423356580345521
694,3.537961611700451
695,3.513279341751362
696,3.5435329073453397
697,3.5714473847570085
698,3.559141473009587
699,3.556363077130355
700,3.5657209855613687
701,3.5362414389473726
702,3.5624681594069747
703,3.495932261534615
704,3.472808981598099
705,3.529045209828484
706,3.627205777441702
707,3.4763832967740655
708,3.644387745835294
709,3.581458083506226
710,3.5248650558845895
711,3.513687291151023
712,3.5789756619561675
713,3.561920202416535
714,3.5000558585704797
715,3.468629126158953
716,3.5502274613834848
717,3.639308488585101
718,3.527530836411297
719,3.5369609526165138
720,3.5446267329728345
721,3.5230450323141005
722,3.6197914703778458
723,3.497148846266262
724,3.615951549401958
725,3.5442986701182027
726,3.514022747038979
727,3.567781378986702
728,3.5582999400583826
729,3.50358973274045
730,3.5179251872658552
731,3.5628874150283347
732,3.6156709449113196
733,3.573684258812685
734,3.5360162721289012
735,3.438113132190067
736,3.6226207060521163
737,3.627248049015176
738,3.603920631339184
739,3.5679240464257425
740,3.4954480922726936
741,3.5536331636694185
742,3.5371160459665014
743,3.4902447441346056
744,3.5900769623164397
745,3.5873779695144052
746,3.514787141139743
747,3.464215422810403
748,3.4930180337630965
749,3.5373290059901383
750,3.489894735723521
751,3.540594325947419
752,3.5875699335854527
753,3.566763744251854
754,3.579026449193224
755,3.4723212270354566
756,3.444168348724748
757,3.464988004364713
758,3.510548919278238
759,3.502789882944641
760,3.5390823689805093
761,3.554219319339534
762,3.5594155851830225
763,3.5473012652272637
764,3.527548903181942
765,3.628207656833806
766,3.5366507028537604
767,3.628588138671757
768,3.5157975836013495
769,3.496205511373754
770,3.5744074107470434
771,3.5949415647947056
772,3.6734193102215187
773,3.5449364841379274
774,3.5864484996956896
775,3.4758004701390237
776,3.5579574026696945
777,3.575321247094691
778,3.497211480634872
779,3.5507762955657967
780,3.5527084549551127
781,3.494844531212915
782,3.4345813095291975
783,3.617332778341657
784,3.6066115628055595
785,3.45285087010643
786,3.4699639053059412
787,3.498663772582365
788,3.4938952433467048
789,3.564379067477592
790,3.571698775137178
791,3.5445126319548756
792,3.551998331126546
793,3.5255489964017683
794,3.5489337567181174
795,3.554469139894123
796,3.569412049274129
797,3.4965144988018753
798,3.5033655457935393
799,3.518103870570578
800,3.565643707740868
801,3.5119272190080064
802,3.470417092541604
803,3.5619522444641243
804,3.61155536252008
805,3.670504729561299
806,3.566525517950351
807,3.4494515971118624
808,3.5891813412386995
809,3.6105083848002235
810,3.5254617752737545
811,3.5129470982587963
812,3.5987350391676314
813,3.449641724535836
814,3.5141238797795107
815,3.5539054044880465
816,3.40388665793742
817,3.5056281082961998
818,3.4916354391528563
819,3.4232272361707032
820,3.6053379419029117
821,3.4917018342480817
822,3.548955623447917
823,3.566613867778932
824,3.538417458864102
825,3.559748089053682
826,3.4929840723309824
827,3.6068042173251333
828,3.5028639124420686
829,3.4875756004728076
830,3.4201918658604926
831,3.577712275361
832,3.5737834750566644
833,3.5669712714861577
834,3.604117492048607
835,3.483095822929171
836,3.546408414429061
837,3.4878829007881254
838,3.4626751314739184
839,3.473352939526747
840,3.504939560228208
841,3.4313091718282007
842,3.543444865399535
843,3.467016772875576
844,3.483379124537231
845,3.5804223017920354
846,3.489815126214529
847,3.4946617816476144
848,3.6191615696707427
849,3.609622473372935
850,3.5092269861198284
851,3.5683877601910505
852,3.4995244488219233
853,3.4246066202152847
854,3.5292981110916224
855,3.4629108535834696
856,3.474935407169698
857,3.5776180476600845
858,3.486211234923804
859,3.594391379128372
860,3.4571576060729017
861,3.4390262146005575
862,3.5109319564961803
863,3.5821318817533374
864,3.4858467811251517
865,3.4864165331763224
866,3.5316923424390056
867,3.574424764877048
868,3.473200537148648
869,3.4651516553796315
870,3.557619126536966
871,3.5411965032249637
872,3.5295535455404248
873,3.6050632146099253
874,3.5691431425470945
875,3.499621478731731
876,3.5414000640995185
877,3.5758261218794436
878,3.590896247016022
879,3.5469998789564383
880,3.6178333570257526
881,3.476631219302301
882,3.4789245333580388
883,3.497855347521
884,3.6552636109460725
885,3.4246232122695814
886,3.511096973012253
887,3.504565390100127
888,3.6152879350782174
889,3.467774504366084
890,3.459935655935473
891,3.5303728552026294
892,3.464293811333011
893,3.5573495052649213
894,3.6438120731678794
895,3.549158855028651
896,3.58023239467002
897,3.455196611270208
898,3.587913632852669
899,3.4722184907559
900,3.400581115033756
901,3.538951980660401
902,3.588333161192233
903,3.6069653310734187
904,3.416716197389181
905,3.385708824375694
906,3.496953148724034
907,3.463497813686589
908,3.56856077861377
909,3.533615316665764
910,3.5060569016173178
911,3.5420966113169476
912,3.444096205527052
913,3.545549380301015
914,3.5273618880802537
915,3.45772462088421
916,3.5666567397588564
917,3.4599631264555684
918,3.5305114953104173
919,3.5653628410445366
920,3.5303278342885336
921,3.5130703189310153
922,3.5694797279724724
923,3.49489450533374
924,3.5074405683158116
925,3.4617317142516306
926,3.5472754368676047
927,3.6048914360427697
928,3.518339787768618
929,3.467724156441278
930,3.4831253806733944
931,3.576437983232993
932,3.5993414802037607
933,3.582947535756704
934,3.6043261687398185
935,3.5567977516120424
936,3.5908846031234103
937,3.4690340994563087
938,3.532449486301875
939,3.555993130101601
940,3.542976805717021
941,3.4750941928795833
942,3.586078693389686
943,3.5013129653806256
944,3.5692450694698645
945,3.5647073340528057
946,3.4854317623373943
947,3.4758020085644254
948,3.534040864943694
949,3.450008144895083
950,3.469948623468697
951,3.3430774142047324
952,3.5274228125364693
953,3.530110377016915
954,3.5537836086427985
955,3.617242659319499
956,3.376440767688504
957,3.5603757829474754
958,3.584646129367467
959,3.6256354532785458
960,3.5919648128064874
961,3.661620179727663
962,3.5471864999298437
963,3.6015429560479086
964,3.405789242741798
965,3.530835332691345
966,3.476532193437832
967,3.5364184823670772
968,3.538879152453808
969,3.5684933183358987
970,3.45578538227073
971,3.563803257729983
972,3.57096848415935
973,3.501033390848679
974,3.4909062947554452
975,3.5027351636662027
976,3.5938052511651746
977,3.462643681315388
978,3.527579689961599
979,3.5728868659633766
980,3.560618158879624
981,3.548756641105455
982,3.559285814828099
983,3.57011607315159
984,3.6125166381025657
985,3.553464785820206
986,3.5606083746493953
987,3.476072675862801
988,3.5342471642603535
989,3.5347479993729625
990,3.541024369845291
991,3.5474765925878424
992,3.5458887301306574
993,3.6496892670329273
994,3.474974326039529
995,3.5572824273731896
996,3.5636226379772147
997,3.4762760816407705
998,3.566513473294317
999,3.53112605886046
